"","N0_7muVerMo","SubjVertMo","QGVertMotion","CombVerMo","AreaMeso_ALS","SatContMoist","RaoContMoist","CombMoisture","AreaMoDryAir","VISCloudCov","IRCloudCover","CombClouds","CldShadeOth","AMInstabMt","InsInMt","WndHodograph","OutflowFrMt","MorningBound","Boundaries","CldShadeConv","CompPlFcst","CapChange","LoLevMoistAd","InsChange","MountainFcst","Date","Scenario","ScenRelAMCIN","MorningCIN","AMCINInScen","CapInScen","ScenRelAMIns","LIfr12ZDENSd","AMDewptCalPl","AMInsWliScen","InsSclInScen","ScenRel3_4","LatestCIN","LLIW","CurPropConv","ScnRelPlFcst","PlainsFcst","N34StarFcst","R5Fcst","Dewpoints","LowLLapse","MeanRH","MidLLapse","MvmtFeatures","RHRatio","SfcWndShfDis","SynForcng","TempDis","WindAloft","WindFieldMt","WindFieldPln"
"47","StrongUp","Down","Down","Neutral","Neutral","Neutral","Dry","Dry","Dry","Cloudy","PC","PC","Clear","Strong","Strong","DCVZFavor","Weak","Weak","Weak","Marked","IncCapDecIns","Increasing","Negative","LittleChange","SIG","May15_Jun14","B","AB","None","LessThanAve","MoreThanAve","ABI","N5GtLIGt_8","Neutral","Average","LessUnstable","B","PartInhibit","Moderate","Slight","B","XNIL","XNIL","SIG","LowNHighS","Stable","Average","CloseToDryAd","NoMajor","DryMMoistL","DenvCyclone","SigNegative","Moving","NWQuad","LVorOther","DenvCyclone"
"48","Down","Neutral","StrongUp","Neutral","Neutral","Neutral","Dry","Dry","Dry","PC","PC","PC","Clear","Weak","Strong","StrongWest","Strong","None","Weak","Marked","IncCapDecIns","Increasing","WeakPos","LittleChange","XNIL","Jul16_Aug10","B","AB","PartInhibit","LessThanAve","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","B","Stifling","Weak","None","B","XNIL","XNIL","XNIL","LowMtsHighPl","Stable","Dry","Steep","NoMajor","DryMMoistL","DenvCyclone","PosToNeg","QStationary","AllElse","LVorOther","DenvCyclone"
"49","Neutral","Down","Down","Down","Down","Wet","Wet","Wet","Neutral","PC","Clear","Clear","Clear","Strong","Strong","StrongWest","Strong","Weak","Weak","Marked","LittleChange","LittleChange","Negative","LittleChange","SIG","Jul16_Aug10","K","CThruK","PartInhibit","MoreThanAve","MoreThanAve","K","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Weak","None","K","XNIL","XNIL","SIG","Other","CloseToDryAd","Dry","ModerateOrLe","StrongFront","MoistMDryL","MovingFtorOt","PosToNeg","QStationary","AllElse","Westerly","WidespdDnsl"
"50","Down","Neutral","Neutral","Neutral","Neutral","Wet","Wet","Neutral","Neutral","Clear","Clear","Clear","Clear","Weak","Strong","Other","Weak","None","None","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jul16_Aug10","J","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","LIGt0","Instability","Average","Average","GJ","None","Moderate","Moderate","J","SVR","SVR","SVR","LowAtStation","ModerateOrLe","Dry","ModerateOrLe","NoMajor","DryMMoistL","DryLine","LittleChange","None","LV","LVorOther","LV"
"51","WeakUp","StronUp","Neutral","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","PC","PC","PC","Clear","Weak","Strong","DCVZFavor","Weak","Weak","Strong","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jul2_Jul15","H","CThruK","PartInhibit","LessThanAve","Average","H","LIGt0","Stability","Average","MoreUnstable","HI","Stifling","Weak","Slight","H","SVR","SVR","SVR","LowMtsHighPl","Stable","VeryMoist","ModerateOrLe","MarkedUpper","DryMMoistL","None","SigPositive","None","NWQuad","LVorOther","E_NE"
"52","Neutral","Down","Neutral","Neutral","Neutral","Dry","Dry","Neutral","Neutral","Clear","PC","PC","PC","Weak","Weak","DCVZFavor","None","Strong","Weak","None","LittleChange","LittleChange","Neutral","Increasing","XNIL","May15_Jun14","C","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Unfavorable","None","C","XNIL","XNIL","XNIL","LowEvrywhere","ModerateOrLe","Dry","CloseToDryAd","StrongFront","MoistMDryL","E_W_N","SigPositive","QStationary","NWQuad","Westerly","WidespdDnsl"
"53","WeakUp","StronUp","WeakUp","StrongUp","StrongUp","Neutral","Dry","Neutral","Wet","PC","Clear","PC","PC","None","None","DCVZFavor","None","None","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Aug11_Aug20","I","CThruK","PartInhibit","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","Average","LessUnstable","HI","PartInhibit","Strong","Strong","I","XNIL","XNIL","XNIL","LowMtsHighPl","Steep","Average","ModerateOrLe","NoMajor","DryMMoistL","E_W_N","NegToPos","QStationary","SWQuad","LVorOther","LV"
"54","Down","Neutral","StrongUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Wet","PC","Cloudy","Cloudy","Cloudy","Weak","Weak","StrongWest","Weak","Weak","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Jul16_Aug10","C","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","LIGt0","Instability","Average","Average","ACEFK","None","Moderate","Strong","C","SVR","SVR","SVR","LowAtStation","Steep","Dry","Steep","NoMajor","Other","E_W_N","NegToPos","Other","AllElse","LVorOther","LongAnticyc"
"55","WeakUp","StronUp","Down","Down","Down","Neutral","VeryWet","Wet","Dry","PC","Clear","PC","PC","Strong","Strong","Westerly","Weak","Strong","Weak","Some","LittleChange","LittleChange","WeakPos","Increasing","SIG","May15_Jun14","E","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","Stifling","Weak","None","E","XNIL","XNIL","SIG","Other","CloseToDryAd","Dry","Steep","NoMajor","MoistMDryL","DryLine","SigNegative","None","SWQuad","Westerly","WidespdDnsl"
"56","StrongUp","Neutral","WeakUp","WeakUp","WeakUp","VeryWet","Neutral","VeryWet","VeryWet","Clear","Cloudy","PC","PC","None","None","Westerly","None","Weak","Weak","None","DecCapIncIns","Decreasing","StrongPos","Increasing","XNIL","Jul2_Jul15","G","CThruK","Stifling","Average","LessThanAve","G","N5GtLIGt_8","Neutral","Average","MoreUnstable","GJ","PartInhibit","Unfavorable","None","G","XNIL","XNIL","XNIL","LowEvrywhere","Steep","Dry","Steep","OtherRapid","Other","DryLine","SigPositive","None","LV","Westerly","LV"
"57","WeakUp","Down","Neutral","Down","Down","VeryWet","Neutral","Wet","Wet","Clear","Clear","Clear","Clear","None","None","Westerly","None","None","None","None","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","Jul16_Aug10","I","CThruK","PartInhibit","LessThanAve","Average","ABI","N1GtLIGt_4","Neutral","MoreUnstable","MoreUnstable","HI","PartInhibit","Strong","Moderate","I","XNIL","XNIL","XNIL","LowSHighN","Steep","Dry","Steep","StrongFront","DryMMoistL","E_W_S","SigPositive","QStationary","LV","Westerly","DenvCyclone"
"58","StrongUp","Down","Neutral","WeakUp","WeakUp","Dry","Dry","Neutral","Neutral","PC","Clear","PC","PC","None","None","DCVZFavor","None","None","Weak","None","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Jul2_Jul15","G","CThruK","None","LessThanAve","LessThanAve","G","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","GJ","PartInhibit","Moderate","None","G","XNIL","XNIL","XNIL","LowEvrywhere","CloseToDryAd","Dry","Steep","MarkedUpper","MoistMDryL","None","LittleChange","None","AllElse","LVorOther","WidespdDnsl"
"59","Down","Down","StrongUp","Down","Down","Dry","Wet","VeryWet","Wet","PC","Clear","PC","Clear","Weak","Strong","DCVZFavor","Weak","Strong","Strong","Marked","LittleChange","LittleChange","Neutral","LittleChange","SIG","Aug20_Sep15","K","CThruK","Stifling","MoreThanAve","MoreThanAve","K","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Unfavorable","Slight","K","XNIL","XNIL","SIG","Other","Steep","Average","Steep","MarkedUpper","DryMMoistL","None","LittleChange","Other","AllElse","LVorOther","DenvCyclone"
"60","Down","Neutral","WeakUp","Down","Down","Neutral","Dry","Dry","Dry","Clear","Clear","Clear","Clear","Weak","Strong","Other","None","None","None","Marked","IncCapDecIns","Increasing","Negative","Decreasing","SVR","Aug20_Sep15","H","CThruK","Stifling","MoreThanAve","MoreThanAve","H","LIGt0","Instability","MoreUnstable","Average","HI","None","Moderate","Strong","H","SIG","SIG","SVR","Other","ModerateOrLe","Dry","Steep","MarkedUpper","DryMMoistL","None","SigNegative","None","NWQuad","Westerly","SEQuad"
"61","Neutral","Neutral","WeakUp","Neutral","Neutral","Neutral","Dry","Neutral","Wet","Clear","PC","Clear","Clear","Weak","Strong","Other","Weak","None","None","Some","LittleChange","LittleChange","Negative","Decreasing","SVR","May15_Jun14","K","CThruK","None","LessThanAve","LessThanAve","K","N1GtLIGt_4","Neutral","MoreUnstable","LessUnstable","ACEFK","None","Moderate","Moderate","K","SIG","SIG","SVR","Other","ModerateOrLe","Average","ModerateOrLe","MarkedUpper","Other","None","SigNegative","QStationary","NWQuad","Westerly","SEQuad"
"62","Neutral","Neutral","StrongUp","WeakUp","WeakUp","Dry","VeryWet","Dry","Dry","Clear","PC","PC","PC","None","None","StrongWest","None","Weak","Weak","None","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Aug20_Sep15","C","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","Average","Average","ACEFK","None","Strong","Strong","C","XNIL","XNIL","XNIL","LowAtStation","Steep","Dry","Steep","OtherRapid","MoistMDryL","E_W_N","PosToNeg","Moving","LV","Westerly","LongAnticyc"
"63","WeakUp","Neutral","Down","Neutral","Neutral","VeryWet","Dry","VeryWet","VeryWet","PC","Clear","Clear","Clear","None","None","DCVZFavor","None","None","None","None","LittleChange","LittleChange","Negative","LittleChange","XNIL","Jul2_Jul15","I","CThruK","PartInhibit","Average","Average","ABI","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","HI","PartInhibit","Moderate","Slight","I","XNIL","XNIL","XNIL","LowSHighN","CloseToDryAd","Dry","ModerateOrLe","StrongFront","DryMMoistL","E_W_N","NegToPos","QStationary","NWQuad","Westerly","E_NE"
"64","StrongUp","Down","Neutral","WeakUp","WeakUp","Neutral","Neutral","Neutral","Wet","PC","PC","PC","PC","None","None","Westerly","None","Weak","Weak","None","DecCapIncIns","Decreasing","WeakPos","LittleChange","XNIL","May15_Jun14","I","CThruK","PartInhibit","Average","LessThanAve","ABI","LILt_8","Neutral","Average","LessUnstable","HI","PartInhibit","Moderate","Slight","I","XNIL","XNIL","XNIL","LowSHighN","ModerateOrLe","VeryMoist","Steep","NoMajor","DryMMoistL","E_W_S","LittleChange","QStationary","AllElse","LVorOther","SEQuad"
"65","Down","Neutral","StrongUp","WeakUp","WeakUp","VeryWet","Wet","VeryWet","VeryWet","Clear","PC","Clear","Clear","Weak","Strong","StrongWest","Strong","None","Strong","Marked","IncCapDecIns","Increasing","Negative","Decreasing","SIG","Aug20_Sep15","C","CThruK","Stifling","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Instability","Average","Average","ACEFK","TotalInhibit","Moderate","Slight","C","XNIL","XNIL","SIG","LowNHighS","CloseToDryAd","Average","CloseToDryAd","NoMajor","Other","E_W_S","PosToNeg","None","LV","LVorOther","LongAnticyc"
"66","Neutral","Down","Down","Down","Down","Dry","Neutral","Neutral","Neutral","Clear","PC","Clear","Clear","None","None","DCVZFavor","None","None","Weak","None","LittleChange","LittleChange","WeakPos","LittleChange","XNIL","Aug11_Aug20","E","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Moderate","E","SVR","SVR","SVR","LowNHighS","Steep","Average","ModerateOrLe","NoMajor","MoistMDryL","MovingFtorOt","LittleChange","None","SWQuad","Westerly","LV"
"67","Neutral","WeakUp","Neutral","Neutral","Neutral","Wet","Dry","Wet","Wet","PC","Clear","Clear","Clear","None","Strong","DCVZFavor","Weak","Weak","Weak","Marked","LittleChange","LittleChange","WeakPos","Increasing","SVR","May15_Jun14","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","LILt_8","Instability","MoreUnstable","MoreUnstable","B","PartInhibit","Moderate","None","B","SIG","SIG","SVR","LowMtsHighPl","Stable","Average","CloseToDryAd","NoMajor","DryMMoistL","DenvCyclone","LittleChange","QStationary","SWQuad","LVorOther","E_NE"
"68","WeakUp","Down","Neutral","Down","Down","VeryWet","Wet","Neutral","Neutral","PC","PC","PC","PC","Strong","Strong","Westerly","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","Neutral","Increasing","SVR","Jun15_Jul1","C","CThruK","Stifling","Average","Average","CDEJ","LILt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","None","C","XNIL","XNIL","SVR","LowEvrywhere","CloseToDryAd","Dry","ModerateOrLe","MarkedUpper","Other","E_W_N","SigPositive","QStationary","AllElse","Westerly","LongAnticyc"
"69","Neutral","Down","WeakUp","Down","Down","Wet","Neutral","Wet","Wet","PC","PC","PC","Clear","Strong","Strong","StrongWest","Strong","Strong","Strong","Some","IncCapDecIns","Increasing","Neutral","Increasing","SVR","Jul2_Jul15","A","AB","None","LessThanAve","Average","ABI","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","Stifling","Strong","None","A","SIG","SIG","SVR","HighEvrywher","Steep","VeryMoist","CloseToDryAd","MarkedUpper","Other","DryLine","PosToNeg","Moving","SWQuad","LVorOther","SEQuad"
"70","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","Neutral","Clear","Clear","Clear","Clear","Weak","Strong","StrongWest","Strong","Weak","Strong","Marked","DecCapIncIns","Decreasing","Neutral","Decreasing","SIG","Jun15_Jul1","J","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Stability","MoreUnstable","Average","GJ","TotalInhibit","Weak","None","J","SIG","SIG","SIG","LowAtStation","Steep","Dry","Steep","NoMajor","DryMMoistL","DryLine","LittleChange","Other","AllElse","LVorOther","LV"
"71","WeakUp","StronUp","StrongUp","StrongUp","StrongUp","Wet","Neutral","Neutral","Wet","Clear","Clear","Clear","PC","None","None","StrongWest","None","Weak","Weak","None","LittleChange","LittleChange","WeakPos","LittleChange","XNIL","Jul16_Aug10","E","CThruK","PartInhibit","Average","Average","CDEJ","LIGt0","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Moderate","Strong","E","SIG","SVR","SVR","LowAtStation","Steep","Dry","Steep","NoMajor","MoistMDryL","DryLine","PosToNeg","None","SWQuad","Westerly","WidespdDnsl"
"72","WeakUp","Neutral","WeakUp","WeakUp","WeakUp","Neutral","VeryWet","VeryWet","Wet","PC","PC","Cloudy","Cloudy","Weak","Weak","Other","Weak","None","None","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","May15_Jun14","A","AB","PartInhibit","LessThanAve","LessThanAve","ABI","LIGt0","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Moderate","Moderate","A","SIG","SIG","SIG","HighEvrywher","ModerateOrLe","Average","Steep","MarkedUpper","DryMMoistL","MovingFtorOt","NegToPos","QStationary","SWQuad","Westerly","LV"
"73","StrongUp","Neutral","StrongUp","StrongUp","StrongUp","Wet","Neutral","Wet","VeryWet","Clear","Clear","Clear","PC","Strong","Strong","StrongWest","Strong","None","Strong","Marked","DecCapIncIns","Decreasing","Neutral","LittleChange","XNIL","Jul16_Aug10","K","CThruK","PartInhibit","Average","LessThanAve","K","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","ACEFK","None","Weak","Strong","K","XNIL","XNIL","XNIL","LowNHighS","Steep","VeryMoist","ModerateOrLe","StrongFront","Other","MovingFtorOt","SigPositive","None","AllElse","Westerly","DenvCyclone"
"74","WeakUp","Neutral","WeakUp","Neutral","Neutral","Dry","Dry","VeryWet","VeryWet","PC","PC","PC","PC","None","None","DCVZFavor","None","Strong","Strong","None","LittleChange","LittleChange","StrongPos","Increasing","XNIL","May15_Jun14","A","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","None","Weak","Slight","A","SIG","SIG","SIG","HighEvrywher","ModerateOrLe","Average","CloseToDryAd","MarkedUpper","Other","DenvCyclone","PosToNeg","Other","SWQuad","LVorOther","DenvCyclone"
"75","Down","WeakUp","Down","Down","Down","Wet","Dry","Wet","Neutral","Clear","PC","Clear","Clear","None","None","Westerly","None","Weak","Weak","None","LittleChange","LittleChange","Neutral","Increasing","XNIL","Jul16_Aug10","J","CThruK","PartInhibit","Average","Average","CDEJ","LIGt0","Stability","LessUnstable","Average","GJ","PartInhibit","Weak","Slight","J","SVR","SVR","SVR","LowNHighS","Steep","Average","ModerateOrLe","NoMajor","DryMMoistL","DryLine","NegToPos","Other","LV","LVorOther","LV"
"76","StrongUp","Down","StrongUp","WeakUp","WeakUp","Neutral","Neutral","Wet","Wet","PC","Cloudy","Cloudy","Cloudy","Weak","Strong","Other","Weak","None","Weak","None","IncCapDecIns","Increasing","WeakPos","Decreasing","XNIL","Aug20_Sep15","H","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","H","LIGt0","Instability","LessUnstable","LessUnstable","HI","None","Weak","Strong","H","XNIL","XNIL","XNIL","HighEvrywher","Stable","VeryMoist","ModerateOrLe","MarkedUpper","DryMMoistL","E_W_S","PosToNeg","None","LV","LVorOther","E_NE"
"77","Neutral","Neutral","StrongUp","Neutral","Neutral","Neutral","Dry","Neutral","Neutral","Cloudy","PC","Cloudy","Cloudy","None","None","Other","None","None","None","None","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Jul2_Jul15","A","AB","PartInhibit","LessThanAve","Average","ABI","N5GtLIGt_8","Stability","LessUnstable","Average","ACEFK","None","Strong","Moderate","A","SIG","SIG","SIG","LowMtsHighPl","Stable","Average","Steep","MarkedUpper","DryMMoistL","MovingFtorOt","PosToNeg","Other","SWQuad","Westerly","DenvCyclone"
"78","WeakUp","Neutral","Down","Down","Down","Neutral","Neutral","Wet","Wet","PC","Clear","PC","PC","Weak","Strong","Other","Weak","None","Weak","None","IncCapDecIns","Increasing","Negative","Decreasing","SIG","May15_Jun14","E","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","ACEFK","Stifling","Strong","Strong","E","SVR","SVR","SVR","LowMtsHighPl","Steep","Average","ModerateOrLe","NoMajor","MoistMDryL","None","SigPositive","None","SWQuad","Westerly","LV"
"79","Down","Neutral","Neutral","Down","Down","Dry","Wet","Neutral","Dry","PC","PC","PC","Cloudy","None","None","Westerly","None","None","None","None","IncCapDecIns","Increasing","Neutral","LittleChange","XNIL","Jun15_Jul1","K","CThruK","None","LessThanAve","MoreThanAve","K","N5GtLIGt_8","Stability","Average","Average","ACEFK","None","Moderate","Moderate","K","XNIL","XNIL","XNIL","LowEvrywhere","ModerateOrLe","Dry","ModerateOrLe","NoMajor","MoistMDryL","Other","PosToNeg","Other","AllElse","Westerly","SEQuad"
"80","StrongUp","WeakUp","StrongUp","StrongUp","StrongUp","Dry","Wet","VeryWet","VeryWet","Clear","Clear","PC","Cloudy","Weak","Weak","StrongWest","Strong","None","Strong","None","LittleChange","LittleChange","Neutral","Decreasing","XNIL","Jul16_Aug10","B","AB","TotalInhibit","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","B","PartInhibit","Strong","Moderate","B","SIG","SIG","SIG","LowEvrywhere","ModerateOrLe","Average","Steep","OtherRapid","DryMMoistL","MovingFtorOt","LittleChange","Other","AllElse","Westerly","DenvCyclone"
"81","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Dry","Dry","Dry","PC","Cloudy","Cloudy","Cloudy","None","None","Westerly","None","Strong","None","None","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Aug20_Sep15","B","AB","None","LessThanAve","Average","ABI","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","B","None","Moderate","Strong","B","XNIL","XNIL","XNIL","LowMtsHighPl","ModerateOrLe","Average","CloseToDryAd","NoMajor","DryMMoistL","DenvCyclone","LittleChange","Moving","AllElse","LVorOther","DenvCyclone"
"82","Neutral","Neutral","Down","Down","Down","Neutral","Neutral","Neutral","Dry","PC","PC","PC","Clear","Strong","Strong","Other","None","None","Weak","Some","IncCapDecIns","Increasing","Negative","Decreasing","XNIL","Jul16_Aug10","A","AB","TotalInhibit","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Moderate","Moderate","A","SIG","SIG","SIG","Other","ModerateOrLe","Dry","Steep","OtherRapid","DryMMoistL","MovingFtorOt","PosToNeg","Other","SWQuad","Westerly","DenvCyclone"
"83","Down","Neutral","Down","Down","Down","Dry","Dry","Wet","Wet","Clear","PC","PC","Clear","None","None","Westerly","None","None","None","None","LittleChange","LittleChange","Negative","LittleChange","XNIL","Aug20_Sep15","H","CThruK","Stifling","MoreThanAve","MoreThanAve","H","N1GtLIGt_4","Stability","MoreUnstable","MoreUnstable","HI","PartInhibit","Moderate","Moderate","H","SIG","SIG","SIG","LowMtsHighPl","Stable","Average","CloseToDryAd","MarkedUpper","DryMMoistL","MovingFtorOt","SigPositive","Moving","AllElse","Westerly","E_NE"
